Name,customerID,Number of Calls,Voice National (Min.),Voice International (Min.),Voice Roaming (Min.),Voice Premium (Min.),Data National (MB),Data Roaming (MB),Data Premium (MB),Messaging National,Messaging International,Messaging Roaming,Messaging Premium,"Voice National Charge
ex. Tax
(GBP)","Voice International Charge
ex. Tax
(GBP)","Voice Roaming Charge
ex. Tax
(GBP)","Voice Premium Charge
ex. Tax
(GBP)","Data National Charge
ex. Tax
(GBP)","Data Roaming Charge
ex. Tax
(GBP)","Data Premium Charge
ex. Tax
(GBP)","Messaging National Charge
ex. Tax
(GBP)","Messaging International Charge
ex. Tax
(GBP)","Messaging Roaming Charge
ex. Tax
(GBP)","Messaging Premium Charge
ex. Tax
(GBP)","Usage Charge Total
ex. Tax
(GBP)","Recurring Charge
ex. Tax
(GBP)","Device Fee
ex. Tax
(GBP)","Daily Roaming Fee
ex. Tax
(GBP)","Monthly Roaming Fee
ex. Tax
(GBP)","Adjustments
ex. Tax
(GBP)","Credit
ex. Tax
(GBP)","Total
Taxable
(GBP)","Total
Non-Taxable
(GBP)","Total
ex. Tax
(GBP)","Total Tax
(GBP)","Total
(GBP)"
TAMLYN,0699-NDKJM,4,12,0,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TAMMY,2120-SMPEX,0,0,0,0,0,162.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TAMSIN,0074-HDKDG,14,176,0,0,0,"2,707.68",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
TAN,7016-BPGEU,4,15,0,0,0,666.96,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
TANAKA,8467-WYNSR,8,52,0,0,0,"13,745.66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.63,3.33,0,0,0,0,21.96,0,21.96,4.39,26.35
TANAY,4726-DLWQN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
TANBIR,2359-QWQUL,2,0,0,1,0,0,"1,643.64",0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,9.5,3.33,25,0,0,0,37.93,0,37.93,7.59,45.52
TANEISHA,6215-NQCPY,3,2,0,0,0,38.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TANIA,4626-GYCZP,2,28,0,0,0,609.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
TANIO,9705-IOVQQ,0,0,0,0,0,37.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TANISHA,5542-TBBWB,31,66,0,0,0,"1,936.97",0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
TANUJ,7994-UYIVZ,56,194,0,0,0,"3,110.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
TANVEE,9411-TPQQV,3,0,0,0,0,0,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,17.5,0,0,0,22.99,0,22.99,4.6,27.59
TANVI,4351-QLCSU,3,52,0,0,0,157.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TANYA,5792-JALQC,12,10,0,0,0,44.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TANYARADZWA,4817-KEQSP,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TAO,8294-UIMBA,28,2,0,301,0,296.18,439.9,0,7,0,1,0,0,0,288.12,0,0,600,0,0,0,0.35,0,888.47,3.89,3.33,0,0,0,0,7.22,888.47,895.69,1.44,897.14
TAONA,2455-USLMV,0,0,0,0,0,18.03,209.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,10,0,0,0,15.49,0,15.49,3.1,18.59
TARA,4822-LPTYJ,215,980,0,0,0,730.53,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
TARAB,1996-DBMUS,1,1,0,0,0,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TARAN,6968-GMKPR,0,0,0,0,0,350.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
TARANA,9445-SZLCH,3,1,0,0,0,725.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
TARANDEEP,4566-QVRRW,0,0,0,0,0,"1,330.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
TARAS,5515-RUGKN,12,0,0,34,0,0,"2,559.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
TARIK,0584-BJQGZ,1,79,0,0,0,62.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TARIQ,0608-JDVEC,12,115,0,0,0,232.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TARNEET,9412-ARGBX,0,0,0,0,0,19.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TARNJEET,0323-XWWTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARRYN,6473-ULUHT,0,0,0,0,0,"1,744.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
TARUN,4750-ZRXIU,4,21,41,0,0,630.6,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,4.11,6.91,3.33,0,0,0,0,14.35,0,14.35,2.87,17.21
TARUNDEEP,3620-MWJNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
TASH,0337-CNPZE,10,25,0,0,0,290.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
TASHA,7029-RPUAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.21,0,0.21,0.04,0.25
TASHVIN,4174-LPGTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
TASMIAH,7613-LLQFO,8,90,0,8,0,"8,186.68",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,10,0,0,0,28.02,0,28.02,5.6,33.62
TASMIN,1217-VASWC,0,0,0,0,0,"5,747.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
TASNEEM,9820-RMCQV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
TASNIM,5370-IIVVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,1.72,0,1.72,0.34,2.06
TASOS,5214-CHIWJ,0,0,0,0,0,54.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TATENDA,5630-AHZIL,2,85,0,0,0,44.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TATIANA,5940-AHUHD,0,0,0,0,0,118.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,1.61,0,1.61,0.32,1.93
TATSUO,2371-KFUOG,6,10,0,0,0,"8,971.81",269.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,15,0,0,0,34.31,0,34.31,6.86,41.17
TATSURO,5898-IGSLP,22,73,0,0,0,"5,716.74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
TAWANDA,0106-GHRQR,14,55,0,0,0,270.66,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
TAWE,9351-LZYGF,0,0,0,0,0,11.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TAYA,5756-OZRIO,10,46,0,0,0,158.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TAYLA,1676-MQAOA,17,159,0,0,0,32.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TAYLOR,8285-ABVLB,50,0,0,164,0,0,"6,426.42",0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
TAYO,9639-BUJXT,15,61,0,0,0,"5,012.24",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
TAYYEB,8621-MNIHH,18,12,64,0,0,"2,721.30",0,0,3,0,0,0,0,6.36,0,0,0,0,0,0,0,0,0,6.36,11.66,3.33,0,0,0,0,21.35,0,21.35,4.27,25.62
TAZZ,0675-NCDYU,8,4,0,0,0,671.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
TED,9290-SHCMB,70,307,4,0,0,"24,147.83",0,0,1,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.19,25.38,3.33,0,0,0,0,28.9,0,28.9,5.78,34.68
TEDDIANNA,0117-LFRMW,15,32,2,0,0,"1,470.56",0,0,3,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.19,9.5,3.33,0,0,0,0,13.02,0,13.02,2.6,15.63
TEJ,5876-QMYLD,6,58,0,0,0,"3,712.63",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
TEJAS,4625-XMOYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
TEJASHRI,0036-IHMOT,3,165,0,0,0,59.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TEJASWI,6469-MRVET,6,12,0,0,0,974.88,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
TEJI,1573-LGXBA,25,549,0,0,0,"1,057.33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
TEJIRI,8328-SKJNO,24,89,20,16,0,264.29,"2,218.04",0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,1.99,11.66,3.33,25,0,0,0,41.98,0,41.98,8.4,50.38
TEMI,1862-SKORY,50,37,6,0,0,"13,907.52",189.01,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.63,3.33,0,0,0,0,21.96,0,21.96,4.39,26.35
TEMIDAYO,2637-FKFSY,1,0,1,0,0,54.53,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,2.16,3.33,0,0,0,0,5.89,0,5.89,1.18,7.07
TEMITAYO,6543-XRMYR,14,33,0,0,0,"11,147.52",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
TEMITOPE,3932-IJWDZ,40,177,0,0,0,"7,301.85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
TENDAI,6856-RAURS,15,94,0,0,0,"3,151.74",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
TERESA,8414-OOEEL,3,12,0,0,0,788.49,443.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,12.5,0,0,0,25.33,0,25.33,5.07,30.4
TERI,4713-LZDRV,4,4,0,0,0,101.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TERR,8714-EUHJO,52,0,0,31,0,55.12,463.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
TERRI,6928-ONTRW,186,731,31,0,0,"3,170.89",0,0,9,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.14,11.66,3.33,0,0,0,0,15.13,0,15.13,3.03,18.15
TERRY,6840-RESVB,8,86,0,0,0,"4,827.13",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
TESS,9259-PACGQ,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1.5,0,1.5,0.3,1.8
TESSA,0305-SQECB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TETYANA,6497-TILVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEYMUR,4958-XCBDQ,48,0,0,84,0,0,"10,233.44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,25,0,0,0,44.31,0,44.31,8.86,53.17
TG,6463-MVYRY,1,8,0,0,0,18.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
THAIS,4430-UZIPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
THANDEKA,3751-KTZEL,15,145,0,3,0,"1,910.22","5,661.47",0,1,0,5,0,0,0,0,0,0,20,0,0,0,0,0,20,14.69,3.33,25,0,0,0,43.02,20,63.02,8.6,71.62
THANDI,2034-CGRHZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THANDO,9586-JGQKH,11,44,0,0,0,"5,345.76",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
THANIMA,6285-FTQBF,10,73,0,0,0,"5,709.43",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
THARANYA,2778-OCLGR,1,8,0,0,0,158.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
THARSAN,9824-QCJPK,0,0,0,0,0,"4,471.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
THARSHAM,6384-VMJHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
THEA,0731-EBJQB,4,134,0,0,0,427.82,110.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,130,0,0,0,140.24,0,140.24,28.05,168.29
THEMBEKA,4193-IBKSW,1,0,0,0,0,850.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
THEO,8272-ONJLV,2,28,0,0,0,375.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
THEODORA,8631-XVRZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THEODORE,3070-DVEYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
THERESA,0980-FEXWF,66,746,35,0,0,"5,133.43",0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,3.5,13.39,3.33,0,0,0,0,20.22,0,20.22,4.04,24.26
THERESE,6210-KBBPI,0,0,0,0,0,8.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
THIAGO,0739-UUAJR,0,0,0,0,0,22.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
THIMASHA,1871-MOWRM,1,0,0,0,0,36.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
THINESHREE,3428-MMGUB,4,85,73,0,0,1.56,0,0,0,0,0,0,0,20.48,0,0,0,0,0,0,0,0,0,20.48,2.16,3.33,0,0,0,0,25.97,0,25.97,5.19,31.16
THIRUMALAISELVI,8788-DOXSU,0,0,0,0,0,179.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
THIYANAN,1891-QRQSA,5,0,0,67,0,312.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
THOM,9637-EIHEQ,19,298,0,0,0,125.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
THOMAIS,4717-GHADL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
THOMAS,1409-PHXTF,2,16,0,0,0,236.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
THOMAS-RICHARD,8480-PPONV,20,71,58,3,0,375.94,0,0,0,0,0,0,0,14.57,2.49,0,0,0,0,0,0,0,0,17.06,3.89,3.33,0,0,0,0,21.79,2.49,24.28,4.36,28.64
THU,8232-CTLKO,0,0,0,0,0,106.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
THULASHIKA,4422-QVIJA,12,19,0,0,0,"6,647.95",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
THUONG,5440-VHLUL,0,0,0,0,0,573.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
THURANE,0585-EGDDA,0,0,0,0,0,245.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
THUSHARA,2207-NHRJK,0,0,0,0,0,64.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
THUY,9253-VIFJQ,9,6,0,0,0,"2,335.19",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
TIAGO,9360-AHGNL,21,69,123,0,0,"4,641.56",0,0,4,0,0,1,0,34.31,0,0,0,0,0,0,0,0,0.1,34.41,13.39,3.33,0,0,0,0,51.13,0,51.13,10.23,61.36
TIANA,0401-WDBXM,13,173,0,0,0,"1,429.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
TIARNAN,2332-TODQS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIEN,4786-UKSNZ,5,25,11,0,0,"1,510.83",0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,3.21,9.5,3.33,0,0,0,0,16.04,0,16.04,3.21,19.24
TIFFANY,1386-ZIKUV,27,0,0,226,0,0,"10,887.99",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
TIGRAN,9501-UKKNL,19,2,346,0,0,"66,626.12",0,0,0,0,0,0,0,34.56,0,0,0,0,0,0,0,0,0,34.56,0,1.61,0,0,0,0,36.17,0,36.17,7.23,43.41
TIJMEN,3755-JBMNH,57,127,36,63,0,"1,196.98","8,870.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
TIKKI,6350-XFYGW,0,0,0,0,0,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TILAK,2143-LJULT,18,234,0,0,0,"22,546.11",0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,3.33,0,0,0,0,28.71,0,28.71,5.74,34.45
TIM,8884-MRNSU,10,3,0,0,0,"1,378.40",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
TIMEA,4456-RHSNB,57,90,0,0,0,"9,364.58",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
TIMMY,9571-EDEBV,0,0,0,0,0,"1,533.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
TIMOFEI,7018-WBJNK,0,0,0,0,0,45.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,0,0,0,0,2.16,0,2.16,0.43,2.59
TIMOTHY,6851-WEFYX,0,0,0,0,0,453.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
TIMOTHY-J,1447-GIQMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TINA,0426-TIRNE,3,1,0,0,0,707.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
TINEKE,2474-LCNUE,121,861,0,0,0,"5,394.13",0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
TINGRUI,0697-ZMSWS,2,34,0,0,0,"6,846.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
TINGYAN,0392-BZIUW,0,0,0,0,0,20.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,1.72,0,1.72,0.34,2.06
TINU,1104-FEJAM,20,107,0,0,0,612.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
TIRGAN,6585-WCEWR,2,13,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TISHA,5760-IFJOZ,8,15,0,0,0,"1,340.58",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
TISSAN,1574-DYCWE,0,0,0,0,0,30.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TITI,2333-KWEWW,0,0,0,0,0,11.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TITUS,9643-AVVWI,1,0,0,0,0,751.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
TOBIAS,9921-EZKBY,0,0,0,0,0,14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,1.72,0,1.72,0.34,2.06
TOBY,7764-BDPEE,8,133,0,0,0,233.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TOBYJ,0440-EKDCF,39,0,0,39,0,0,"1,261.38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,25,0,0,0,37.83,0,37.83,7.57,45.4
TODD,1430-SFQSA,3,30,0,0,0,126.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,1.72,0,1.72,0.34,2.06
TOI,4486-EFAEB,0,0,0,0,0,55.29,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
TOLA,0052-DCKON,18,15,0,0,0,202.01,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
